日付,始値,高値,安値,終値
2015/9/23,120.113,120.545,119.615,120.264
2015/9/22,120.552,120.611,119.687,120.147
2015/9/21,120.082,120.658,119.728,120.532
2015/9/18,120.005,120.406,119.055,119.974
2015/9/17,120.567,120.988,119.794,119.994
2015/9/16,120.427,120.724,120.108,120.533
2015/9/15,120.195,120.651,119.394,120.386
2015/9/14,120.51,120.838,119.844,120.187
2015/9/11,120.638,120.97,120.352,120.61
2015/9/10,120.501,121.322,119.981,120.615
2015/9/9,119.829,121.199,119.8,120.509
2015/9/8,119.271,120.223,118.843,119.807
2015/9/7,118.957,119.592,118.801,119.278
2015/9/4,120.071,120.19,118.506,119.027
2015/9/3,120.32,120.7,119.632,120.07
2015/9/2,119.279,120.467,119.197,120.318
2015/9/1,121.22,121.257,119.172,119.322
2015/8/31,121.545,121.572,120.882,121.239
2015/8/28,120.988,121.583,120.654,121.581
2015/8/27,119.944,121.401,119.789,121.015
2015/8/26,118.83,120.01,118.438,119.946
2015/8/25,118.404,120.41,118.249,118.83
2015/8/24,121.953,122.014,115.927,118.438
2015/8/21,123.371,123.496,121.799,122.06
2015/8/20,123.807,124.153,123.327,123.394
2015/8/19,124.387,124.467,123.683,123.871
2015/8/18,124.368,124.511,124.181,124.388
2015/8/17,124.249,124.571,124.223,124.383
2015/8/14,124.435,124.53,124.064,124.317
2015/8/13,124.223,124.629,124.072,124.432
2015/8/12,125.117,125.278,123.796,124.216
2015/8/11,124.592,125.201,124.525,125.125
2015/8/10,124.214,124.781,124.21,124.598
2015/8/7,124.722,125.06,124.104,124.228
2015/8/6,124.826,124.96,124.541,124.721
2015/8/5,124.331,125.012,124.012,124.855
2015/8/4,124.007,124.399,123.803,124.342
2015/8/3,123.912,124.273,123.859,123.999
2015/7/31,124.137,124.373,123.524,123.941
2015/7/30,123.933,124.578,123.88,124.131
2015/7/29,123.572,124.017,123.33,123.921
2015/7/28,123.26,123.79,123.068,123.551
2015/7/27,123.719,123.836,122.998,123.232
2015/7/24,123.898,124.095,123.597,123.818
2015/7/23,123.948,124.183,123.68,123.878
2015/7/22,123.838,124.154,123.575,123.956
2015/7/21,124.301,124.474,123.756,123.886
2015/7/20,124.113,124.401,124.075,124.289
2015/7/17,124.123,124.229,123.898,124.059
2015/7/16,123.766,124.178,123.728,124.112
2015/7/15,123.375,123.97,123.264,123.782
2015/7/14,123.425,123.728,122.92,123.374
2015/7/13,122.515,123.532,122.417,123.437
2015/7/10,121.292,122.878,121.267,122.774
2015/7/9,120.688,121.575,120.468,121.324
2015/7/8,122.551,122.557,120.409,120.714
2015/7/7,122.557,122.88,122,122.589
2015/7/6,121.977,122.928,121.808,122.572
2015/7/3,123.046,123.182,122.594,122.897
2015/7/2,123.145,123.697,122.948,123.055
2015/7/1,122.455,123.237,122.342,123.153
2015/6/30,122.513,122.723,121.938,122.421
2015/6/29,122.611,123.194,122.086,122.532
2015/6/26,123.63,123.988,123.221,123.849
2015/6/25,123.876,123.959,123.314,123.618
2015/6/24,123.924,124.374,123.717,123.886
2015/6/23,123.36,124.182,123.331,123.925
2015/6/22,122.906,123.417,122.561,123.339
2015/6/19,122.936,123.218,122.55,122.682
2015/6/18,123.375,123.605,122.476,122.919
2015/6/17,123.352,124.439,123.215,123.42
2015/6/16,123.44,123.789,123.292,123.347
2015/6/15,123.196,123.662,123.183,123.374
2015/6/12,123.462,123.812,123.138,123.418
2015/6/11,122.717,124.128,122.621,123.427
2015/6/10,124.28,124.621,122.459,122.686
2015/6/9,124.509,124.735,123.859,124.318
2015/6/8,125.559,125.668,124.294,124.458
2015/6/5,124.36,125.848,124.343,125.584
2015/6/4,124.24,124.68,123.77,124.351
2015/6/3,124.117,124.678,123.793,124.219
2015/6/2,124.786,125.043,123.744,124.091
2015/6/1,124.104,124.916,123.86,124.802
2015/5/29,123.885,124.181,123.601,124.122
2015/5/28,123.649,124.45,123.498,123.94
2015/5/27,123.104,124.066,122.774,123.658
2015/5/26,121.512,123.318,121.5,123.107
2015/5/25,121.545,121.777,121.444,121.554
2015/5/22,121.024,121.573,120.643,121.552
2015/5/21,121.337,121.362,120.85,121.075
2015/5/20,120.693,121.46,120.575,121.296
2015/5/19,119.986,120.737,119.833,120.675
2015/5/18,119.361,120.033,119.329,119.968
2015/5/15,119.181,119.93,119.147,119.387
2015/5/14,119.137,119.336,118.889,119.193
2015/5/13,119.904,119.971,119.029,119.166
2015/5/12,120.103,120.274,119.792,119.865
2015/5/11,119.745,120.152,119.709,120.072
2015/5/8,119.674,120.233,119.598,119.732
2015/5/7,119.452,119.86,119.048,119.752
2015/5/6,119.831,120.046,119.199,119.459
2015/5/5,120.13,120.503,119.725,119.868
2015/5/4,120.195,120.274,119.99,120.14
2015/5/1,119.397,120.289,119.378,120.119
2015/4/30,119.071,119.895,118.497,119.393
2015/4/29,118.85,119.364,118.54,119.022
2015/4/28,119.028,119.195,118.776,118.887
2015/4/27,118.874,119.432,118.775,119.038
2015/4/24,119.56,119.66,118.831,119.002
2015/4/23,119.909,120.092,119.43,119.575
2015/4/22,119.664,119.959,119.346,119.856
2015/4/21,119.168,119.83,119.153,119.626
2015/4/20,118.901,119.434,118.535,119.194
2015/4/17,119.026,119.266,118.568,118.93
2015/4/16,119.116,119.471,118.796,118.932
2015/4/15,119.391,119.745,118.782,119.158
2015/4/14,120.102,120.179,119.07,119.413
2015/4/13,120.23,120.842,119.694,120.143
2015/4/10,120.574,120.629,120.052,120.317
2015/4/9,120.132,120.738,119.86,120.563
2015/4/8,120.295,120.358,119.635,120.115
2015/4/7,119.471,120.446,119.439,120.266
2015/4/6,118.822,119.678,118.794,119.485
2015/4/3,119.726,119.849,118.721,118.986
2015/4/2,119.695,119.893,119.449,119.729
2015/4/1,120.083,120.328,119.402,119.744
2015/3/31,120.134,120.357,119.777,120.071
2015/3/30,119.136,120.244,119.12,120.105
2015/3/27,119.166,119.489,118.925,119.15
2015/3/26,119.483,119.572,118.329,119.169
2015/3/25,119.741,119.83,119.214,119.47
2015/3/24,119.725,119.984,119.209,119.724
2015/3/23,119.8,120.164,119.587,119.695
2015/3/20,120.786,121.199,119.905,120.114
2015/3/19,120.049,121.035,119.672,120.773
2015/3/18,121.355,121.405,119.286,120.02
2015/3/17,121.363,121.515,121.065,121.368
2015/3/16,121.366,121.452,121.093,121.37
2015/3/13,121.257,121.571,121.134,121.435
2015/3/12,121.473,121.668,120.623,121.239
2015/3/11,121.149,121.625,120.854,121.424
2015/3/10,121.144,122.011,120.912,121.124
2015/3/9,120.772,121.399,120.611,121.142
2015/3/6,120.15,121.28,119.824,120.785
2015/3/5,119.67,120.421,119.62,120.12
2015/3/4,119.706,119.825,119.458,119.692
2015/3/3,120.142,120.264,119.376,119.724
2015/3/2,119.703,120.188,119.639,120.133
2015/2/27,119.364,119.795,119.108,119.552
2015/2/26,118.838,119.496,118.669,119.393
2015/2/25,118.929,119.065,118.624,118.85
2015/2/24,118.798,119.835,118.745,118.968
2015/2/23,119.05,119.352,118.73,118.778
2015/2/20,118.953,119.187,118.272,119.045
2015/2/19,118.689,119.181,118.432,118.922
2015/2/18,119.231,119.412,118.535,118.773
2015/2/17,118.447,119.404,118.236,119.23
2015/2/16,118.447,118.776,118.263,118.451
2015/2/13,119.092,119.195,118.415,118.749
2015/2/12,120.351,120.471,118.495,119.008
2015/2/11,119.456,120.473,119.289,120.406
2015/2/10,118.596,119.617,118.399,119.43
2015/2/9,119.002,119.11,118.328,118.62
2015/2/6,117.476,119.223,117.108,119.04
2015/2/5,117.251,117.597,117.014,117.496
2015/2/4,117.522,117.996,117.073,117.238
2015/2/3,117.559,117.742,116.866,117.523
2015/2/2,116.938,117.871,116.938,117.607
2015/1/30,118.308,118.46,117.292,117.562
2015/1/29,117.578,118.481,117.379,118.273
2015/1/28,117.778,118.263,117.253,117.543
2015/1/27,118.421,118.657,117.34,117.877
2015/1/26,117.469,118.496,117.264,118.444
2015/1/23,118.507,118.814,117.542,117.767
2015/1/22,117.91,118.672,117.235,118.509
2015/1/21,118.783,118.798,117.166,117.926
2015/1/20,117.595,118.868,117.565,118.744
2015/1/19,117.435,117.799,116.923,117.528
2015/1/16,116.044,117.76,115.851,117.48
2015/1/15,117.302,117.942,116.143,116.201
2015/1/14,117.861,117.964,116.068,117.346
2015/1/13,118.323,118.848,117.544,117.913
2015/1/12,118.308,119.321,118.092,118.344
2015/1/9,119.66,119.876,118.42,118.519
2015/1/8,119.21,119.964,119.157,119.65
2015/1/7,118.556,119.648,118.401,119.177
2015/1/6,119.613,119.619,118.038,118.411
2015/1/5,120.484,120.647,119.376,119.618
2015/1/2,119.719,120.74,119.707,120.451
2014/12/31,119.423,119.944,119.247,119.641
2014/12/30,120.658,120.688,118.857,119.465
2014/12/29,120.316,120.726,120.163,120.588
2014/12/26,120.129,120.463,120.114,120.383
2014/12/25,120.421,120.443,120.063,120.186
2014/12/24,120.688,120.758,120.28,120.446
2014/12/23,120.049,120.822,119.942,120.668
2014/12/22,119.506,120.085,119.306,120.027
2014/12/19,118.838,119.618,118.814,119.458
2014/12/18,118.633,119.311,118.239,118.819
2014/12/17,116.422,118.897,116.289,118.627
2014/12/16,117.867,117.998,115.561,116.388
2014/12/15,118.673,119.045,117.545,117.9
2014/12/12,118.804,119.204,118.036,118.808
2014/12/11,117.896,119.56,117.432,118.667
2014/12/10,119.666,119.913,117.69,117.813
2014/12/9,120.691,120.998,117.943,119.664
2014/12/8,121.581,121.852,120.195,120.739
2014/12/5,119.774,121.689,119.697,121.446
2014/12/4,119.78,120.243,119.343,119.748
2014/12/3,119.226,119.863,119.121,119.769
2014/12/2,118.337,119.289,118.221,119.218
2014/12/1,118.73,119.13,117.841,118.382
2014/11/28,117.714,118.77,117.714,118.608
2014/11/27,117.697,117.885,117.236,117.711
2014/11/26,117.96,117.96,117.438,117.719
2014/11/25,118.289,118.581,117.678,117.959
2014/11/24,117.885,118.482,117.582,118.245
2014/11/21,118.204,118.372,117.337,117.809
2014/11/20,117.914,118.975,117.742,118.217
2014/11/19,116.854,118.056,116.814,117.969
2014/11/18,116.679,117.048,116.319,116.855
2014/11/17,116.494,117.048,115.443,116.588
2014/11/14,115.785,116.828,115.724,116.315
2014/11/13,115.557,115.878,115.299,115.737
2014/11/12,115.719,115.998,114.877,115.451
2014/11/11,114.828,116.102,114.639,115.802
2014/11/10,114.486,114.907,113.853,114.825
2014/11/7,115.217,115.502,114.249,114.625
2014/11/6,114.655,115.519,114.05,115.129
2014/11/5,113.515,114.822,113.4,114.634
2014/11/4,113.955,113.976,113.167,113.599
2014/11/3,112.693,114.211,112.566,114.02
2014/10/31,109.235,112.476,109.173,112.314
2014/10/30,108.897,109.462,108.745,109.203
2014/10/29,108.159,108.962,107.941,108.917
2014/10/28,107.782,108.177,107.699,108.135
2014/10/27,108.233,108.244,107.599,107.796
2014/10/24,108.263,108.312,107.788,108.149
2014/10/23,107.126,108.353,107.107,108.226
2014/10/22,106.993,107.374,106.79,107.115
2014/10/21,106.975,107.008,106.243,107
2014/10/20,107.033,107.393,106.781,106.918
2014/10/17,106.316,106.945,106.135,106.883
2014/10/16,105.941,106.459,105.503,106.322
2014/10/15,107.071,107.49,105.161,105.932
2014/10/14,106.78,107.31,106.673,107.03
2014/10/13,107.534,107.571,106.773,106.857
2014/10/10,107.819,108.154,107.615,107.646
2014/10/9,108.101,108.32,107.525,107.823
2014/10/8,108.13,108.748,107.753,108.13
2014/10/7,108.795,109.231,107.822,108.028
2014/10/6,109.776,109.85,108.645,108.753
2014/10/3,108.42,109.9,108.353,109.782
2014/10/2,108.906,109.116,107.989,108.436
2014/10/1,109.635,110.091,108.887,108.894
2014/9/30,109.475,109.847,109.188,109.625
2014/9/29,109.294,109.748,109.134,109.47
2014/9/26,108.741,109.526,108.474,109.271
2014/9/25,109.006,109.37,108.526,108.723
2014/9/24,108.85,109.151,108.46,109.035
2014/9/23,108.817,108.988,108.251,108.833
2014/9/22,109,109.183,108.665,108.78
2014/9/19,108.715,109.465,108.594,109.061
2014/9/18,108.34,108.961,108.301,108.688
2014/9/17,107.121,108.385,107.095,108.313
2014/9/16,107.173,107.334,106.811,107.145
2014/9/15,107.267,107.365,107.009,107.17
2014/9/12,107.033,107.398,106.959,107.361
2014/9/11,106.808,107.197,106.627,107.082
2014/9/10,106.18,106.888,106.044,106.844
2014/9/9,106.042,106.461,105.947,106.187
2014/9/8,105.121,106.083,104.992,106.024
2014/9/5,105.249,105.708,104.644,105.086
2014/9/4,104.78,105.362,104.725,105.212
2014/9/3,105.089,105.309,104.74,104.774
2014/9/2,104.33,105.21,104.3,105.049
2014/9/1,104.15,104.344,104.104,104.333
2014/8/29,103.716,104.102,103.64,104.062
2014/8/28,103.852,103.921,103.555,103.733
2014/8/27,104.057,104.161,103.78,103.875
2014/8/26,104.042,104.168,103.759,104.052
2014/8/25,104.17,104.269,103.864,104.03
2014/8/22,103.815,104.189,103.509,103.877
2014/8/21,103.732,103.957,103.6,103.821
2014/8/20,102.902,103.842,102.89,103.756
