日付,始値,高値,安値,終値
2022/4/27,127.244,128.589,126.926,128.418
2022/4/26,128.154,128.222,127.023,127.241
2022/4/25,128.459,128.864,127.514,128.13
2022/4/22,128.344,129.11,127.728,128.547
2022/4/21,127.896,128.706,127.804,128.355
2022/4/20,128.9,129.399,127.449,127.841
2022/4/19,126.977,128.971,126.968,128.893
2022/4/18,126.422,126.993,126.231,126.99
2022/4/15,125.869,126.681,125.833,126.35
2022/4/14,125.602,126.007,125.083,125.887
2022/4/13,125.319,126.319,125.313,125.665
2022/4/12,125.346,125.757,124.753,125.4
2022/4/11,124.226,125.769,124.186,125.39
2022/4/8,123.926,124.674,123.669,124.274
2022/4/7,123.754,124.002,123.47,123.969
2022/4/6,123.529,124.052,123.448,123.786
2022/4/5,122.783,123.667,122.367,123.601
2022/4/4,122.54,122.957,122.257,122.758
2022/4/1,121.642,123.037,121.637,122.559
2022/3/31,121.826,122.45,121.278,121.707
2022/3/30,122.861,123.206,121.309,121.823
2022/3/29,123.654,124.305,121.972,122.886
2022/3/28,122.031,125.092,122.014,123.919
2022/3/25,122.32,122.435,121.172,122.092
2022/3/24,121.139,122.411,120.953,122.352
2022/3/23,120.764,121.415,120.594,121.141
2022/3/22,119.459,121.03,119.432,120.816
2022/3/21,119.121,119.498,119.088,119.482
2022/3/18,118.58,119.4,118.469,119.152
2022/3/17,118.699,119.026,118.363,118.607
2022/3/16,118.274,119.123,118.175,118.761
2022/3/15,118.108,118.45,117.699,118.287
2022/3/14,117.323,118.217,117.304,118.195
2022/3/11,116.11,117.356,116.098,117.293
2022/3/10,115.822,116.196,115.801,116.135
2022/3/9,115.647,115.941,115.555,115.859
2022/3/8,115.267,115.788,115.236,115.661
2022/3/7,114.904,115.472,114.799,115.313
2022/3/4,115.459,115.555,114.645,114.85
2022/3/3,115.519,115.806,115.384,115.455
2022/3/2,114.87,115.685,114.793,115.511
2022/3/1,114.965,115.288,114.699,114.893
2022/2/28,115.222,115.754,114.857,114.963
2022/2/25,115.524,115.76,115.149,115.533
2022/2/24,114.972,115.695,114.407,115.529
2022/2/23,115.035,115.199,114.923,115.026
2022/2/22,114.728,115.241,114.499,115.074
2022/2/21,115.006,115.123,114.722,114.755
2022/2/18,114.882,115.299,114.788,115.04
2022/2/17,115.442,115.534,114.841,114.934
2022/2/16,115.576,115.788,115.346,115.446
2022/2/15,115.498,115.873,115.258,115.611
2022/2/14,115.33,115.747,115.009,115.544
2022/2/11,115.982,116.174,115.008,115.441
2022/2/10,115.511,116.337,115.482,116
2022/2/9,115.528,115.674,115.323,115.544
2022/2/8,115.072,115.625,115.051,115.549
2022/2/7,115.23,115.378,114.914,115.093
2022/2/4,114.937,115.428,114.774,115.191
2022/2/3,114.387,114.985,114.327,114.985
2022/2/2,114.653,114.802,114.152,114.429
2022/2/1,115.088,115.191,114.567,114.697
2022/1/31,115.272,115.591,114.923,115.123
2022/1/28,115.325,115.684,115.117,115.234
2022/1/27,114.596,115.488,114.474,115.37
2022/1/26,113.851,114.694,113.778,114.67
2022/1/25,113.924,114.157,113.67,113.852
2022/1/24,113.641,113.998,113.47,113.976
2022/1/21,114.1,114.145,113.605,113.692
2022/1/20,114.324,114.546,113.956,114.134
2022/1/19,114.59,114.788,114.207,114.312
2022/1/18,114.607,115.057,114.448,114.586
2022/1/17,114.132,114.649,114.12,114.608
2022/1/14,114.148,114.267,113.481,114.204
2022/1/13,114.618,114.705,114,114.166
2022/1/12,115.259,115.465,114.377,114.642
2022/1/11,115.164,115.678,115.125,115.29
2022/1/10,115.578,115.848,115.044,115.21
2022/1/7,115.829,116.048,115.532,115.557
2022/1/6,116.061,116.184,115.625,115.853
2022/1/5,116.103,116.242,115.621,116.112
2022/1/4,115.257,116.35,115.255,116.141
2022/1/3,115.051,115.365,114.949,115.35
2021/12/31,115.035,115.196,115.001,115.092
2021/12/30,114.931,115.207,114.92,115.072
2021/12/29,114.789,115.037,114.659,114.984
2021/12/28,114.838,114.949,114.708,114.819
2021/12/27,114.333,114.915,114.303,114.887
2021/12/24,114.366,114.511,114.282,114.302
2021/12/23,114.067,114.467,114.059,114.418
2021/12/22,114.104,114.369,113.95,114.118
2021/12/21,113.577,114.222,113.553,114.099
2021/12/20,113.581,113.73,113.322,113.626
2021/12/17,113.658,113.854,113.141,113.702
2021/12/16,114.001,114.248,113.561,113.693
2021/12/15,113.702,114.269,113.63,114.055
2021/12/14,113.551,113.758,113.429,113.754
2021/12/13,113.29,113.725,113.23,113.579
2021/12/10,113.422,113.788,113.222,113.383
2021/12/9,113.661,113.809,113.272,113.46
2021/12/8,113.533,113.953,113.312,113.699
2021/12/7,113.462,113.778,113.399,113.553
2021/12/6,112.839,113.552,112.822,113.498
2021/12/3,113.169,113.611,112.56,112.836
2021/12/2,112.727,113.33,112.676,113.188
2021/12/1,113.095,113.628,112.67,112.79
2021/11/30,113.573,113.891,112.533,113.139
2021/11/29,113.674,113.955,112.99,113.54
2021/11/26,115.315,115.363,113.047,113.352
2021/11/25,115.405,115.459,115.243,115.326
2021/11/24,115.115,115.517,114.825,115.418
2021/11/23,114.866,115.191,114.485,115.13
2021/11/22,113.93,114.959,113.911,114.864
2021/11/19,114.259,114.539,113.586,114.023
2021/11/18,114.043,114.484,113.877,114.245
2021/11/17,114.777,114.968,113.93,114.1
2021/11/16,114.1,114.847,114.057,114.822
2021/11/15,113.928,114.213,113.752,114.134
2021/11/12,114.032,114.299,113.757,113.923
2021/11/11,113.908,114.156,113.806,114.062
2021/11/10,112.87,114.008,112.773,113.903
2021/11/9,113.219,113.291,112.725,112.88
2021/11/8,113.312,113.665,113.076,113.222
2021/11/5,113.751,114.02,113.3,113.395
2021/11/4,113.958,114.277,113.503,113.754
2021/11/3,113.926,114.218,113.721,114.016
2021/11/2,113.974,114.134,113.461,113.952
2021/11/1,114.096,114.443,113.939,113.993
2021/10/29,113.556,114.095,113.393,113.963
2021/10/28,113.801,113.867,113.256,113.552
2021/10/27,114.098,114.221,113.389,113.825
2021/10/26,113.694,114.31,113.671,114.148
2021/10/25,113.538,113.922,113.437,113.719
2021/10/22,113.98,114.207,113.413,113.496
2021/10/21,114.274,114.413,113.645,114.016
2021/10/20,114.308,114.701,114.075,114.336
2021/10/19,114.297,114.398,113.881,114.389
2021/10/18,114.276,114.451,114.016,114.318
2021/10/15,113.662,114.463,113.625,114.258
2021/10/14,113.246,113.717,113.208,113.678
2021/10/13,113.558,113.803,113.229,113.254
2021/10/12,113.295,113.788,113,113.608
2021/10/11,112.215,113.413,112.175,113.327
2021/10/8,111.596,112.252,111.512,112.228
2021/10/7,111.401,111.65,111.23,111.637
2021/10/6,111.437,111.786,111.195,111.43
2021/10/5,110.906,111.562,110.87,111.457
2021/10/4,110.907,111.301,110.823,110.921
2021/10/1,111.257,111.484,110.901,111.069
2021/9/30,111.933,112.077,111.238,111.279
2021/9/29,111.449,112.047,111.207,111.981
2021/9/28,110.955,111.638,110.933,111.511
2021/9/27,110.658,111.065,110.534,111.011
2021/9/24,110.302,110.792,110.25,110.739
2021/9/23,109.723,110.347,109.719,110.329
2021/9/22,109.187,109.898,109.121,109.811
2021/9/21,109.351,109.706,109.176,109.216
2021/9/20,109.911,110.037,109.323,109.38
2021/9/17,109.697,110.079,109.666,109.975
2021/9/16,109.341,109.824,109.213,109.738
2021/9/15,109.661,109.746,109.11,109.372
2021/9/14,109.948,110.161,109.528,109.683
2021/9/13,109.818,110.156,109.806,110.008
2021/9/10,109.703,109.99,109.69,109.908
2021/9/9,110.211,110.276,109.617,109.736
2021/9/8,110.264,110.447,110.142,110.263
2021/9/7,109.808,110.319,109.688,110.288
2021/9/6,109.758,109.945,109.613,109.859
2021/9/3,109.917,110.071,109.588,109.703
2021/9/2,109.992,110.121,109.916,109.938
2021/9/1,109.994,110.419,109.88,110.046
2021/8/31,109.892,110.078,109.579,109.997
2021/8/30,109.841,109.961,109.703,109.931
2021/8/27,109.988,110.266,109.78,109.848
2021/8/26,109.951,110.228,109.926,110.074
2021/8/25,109.639,110.123,109.6,109.989
2021/8/24,109.634,109.881,109.414,109.684
2021/8/23,109.729,110.146,109.653,109.69
2021/8/20,109.716,109.885,109.571,109.791
2021/8/19,109.76,110.226,109.484,109.78
2021/8/18,109.515,110.068,109.48,109.764
2021/8/17,109.247,109.655,109.117,109.589
2021/8/16,109.62,109.743,109.107,109.267
2021/8/13,110.36,110.456,109.543,109.604
2021/8/12,110.39,110.547,110.316,110.431
2021/8/11,110.545,110.8,110.305,110.435
2021/8/10,110.307,110.598,110.278,110.579
2021/8/9,110.229,110.353,110.028,110.343
2021/8/6,109.745,110.355,109.699,110.224
2021/8/5,109.47,109.787,109.405,109.779
2021/8/4,109.02,109.673,108.721,109.478
2021/8/3,109.317,109.343,108.868,109.032
2021/8/2,109.602,109.771,109.18,109.321
2021/7/30,109.435,109.828,109.363,109.664
2021/7/29,109.896,109.948,109.42,109.488
2021/7/28,109.734,110.28,109.729,109.906
2021/7/27,110.359,110.388,109.582,109.81
2021/7/26,110.505,110.584,110.117,110.381
2021/7/23,110.111,110.593,110.08,110.538
2021/7/22,110.273,110.357,110.009,110.18
2021/7/21,109.849,110.386,109.794,110.287
2021/7/20,109.393,109.956,109.328,109.858
2021/7/19,110.012,110.093,109.064,109.453
2021/7/16,109.794,110.341,109.732,110.084
2021/7/15,109.94,110.089,109.712,109.83
2021/7/14,110.598,110.697,109.933,109.938
2021/7/13,110.338,110.646,110.198,110.641
2021/7/12,110.119,110.402,109.978,110.349
2021/7/9,109.72,110.257,109.701,110.1
2021/7/8,110.608,110.672,109.529,109.761
2021/7/7,110.577,110.813,110.395,110.624
2021/7/6,110.912,110.973,110.522,110.624
2021/7/5,110.98,111.187,110.795,110.976
2021/7/2,111.493,111.658,110.95,111.024
2021/7/1,111.105,111.639,111.027,111.531
2021/6/30,110.485,111.12,110.419,111.11
2021/6/29,110.576,110.757,110.432,110.547
2021/6/28,110.766,110.972,110.499,110.623
2021/6/25,110.801,110.982,110.477,110.781
2021/6/24,110.926,111.115,110.681,110.881
2021/6/23,110.602,111.1,110.59,110.961
2021/6/22,110.251,110.79,110.21,110.668
2021/6/21,110.197,110.35,109.709,110.321
2021/6/18,110.17,110.484,109.942,110.219
2021/6/17,110.642,110.822,110.158,110.236
2021/6/16,110.015,110.718,109.805,110.71
2021/6/15,110.055,110.167,109.986,110.065
2021/6/14,109.627,110.097,109.612,110.082
2021/6/11,109.314,109.84,109.299,109.672
2021/6/10,109.578,109.795,109.307,109.321
2021/6/9,109.489,109.656,109.224,109.63
2021/6/8,109.25,109.557,109.198,109.482
2021/6/7,109.476,109.637,109.187,109.25
2021/6/4,110.239,110.33,109.365,109.524
2021/6/3,109.503,110.321,109.498,110.308
2021/6/2,109.48,109.881,109.352,109.574
2021/6/1,109.525,109.708,109.331,109.496
2021/5/31,109.795,109.935,109.348,109.562
2021/5/28,109.75,110.201,109.74,109.872
2021/5/27,109.11,109.924,109.037,109.835
2021/5/26,108.733,109.178,108.723,109.132
2021/5/25,108.708,109.069,108.559,108.768
2021/5/24,108.9,108.995,108.695,108.769
2021/5/21,108.719,109.003,108.611,108.94
2021/5/20,109.165,109.307,108.748,108.788
2021/5/19,108.854,109.336,108.572,109.192
2021/5/18,109.154,109.282,108.826,108.903
2021/5/17,109.247,109.501,109.075,109.24
2021/5/14,109.405,109.654,109.178,109.367
2021/5/13,109.621,109.785,109.405,109.448
2021/5/12,108.543,109.683,108.539,109.683
2021/5/11,108.755,108.979,108.348,108.619
2021/5/10,108.61,109.056,108.459,108.844
2021/5/7,109.069,109.282,108.328,108.608
2021/5/6,109.175,109.427,108.999,109.083
2021/5/5,109.292,109.48,109.148,109.2
2021/5/4,109.04,109.486,109.017,109.293
2021/5/3,109.268,109.698,108.887,109.072
2021/4/30,108.922,109.343,108.711,109.331
2021/4/29,108.587,109.224,108.435,108.918
2021/4/28,108.684,109.077,108.563,108.622
2021/4/27,108.052,108.775,108.045,108.743
2021/4/26,107.923,108.199,107.643,108.094
2021/4/23,107.916,108.144,107.476,107.881
2021/4/22,108.055,108.233,107.813,107.973
2021/4/21,108.079,108.282,107.877,108.053
2021/4/20,108.128,108.549,107.971,108.088
2021/4/19,108.716,108.826,108.003,108.14
2021/4/16,108.687,108.966,108.602,108.793
2021/4/15,108.907,108.964,108.609,108.746
2021/4/14,109.051,109.09,108.744,108.933
2021/4/13,109.351,109.752,109.018,109.061
2021/4/12,109.649,109.77,109.247,109.398
2021/4/9,109.19,109.959,109.177,109.658
2021/4/8,109.8,109.903,108.991,109.265
2021/4/7,109.718,109.942,109.569,109.831
2021/4/6,110.11,110.552,109.668,109.739
2021/4/5,110.632,110.749,109.952,110.182
2021/4/2,110.557,110.747,110.373,110.648
2021/4/1,110.67,110.846,110.543,110.613
2021/3/31,110.32,110.966,110.272,110.705
2021/3/30,109.75,110.426,109.732,110.344
2021/3/29,109.702,109.845,109.36,109.839
2021/3/26,109.155,109.846,109.13,109.677
2021/3/25,108.72,109.238,108.701,109.186
2021/3/24,108.556,108.952,108.452,108.726
2021/3/23,108.796,108.872,108.405,108.592
2021/3/22,108.601,108.957,108.586,108.821
2021/3/19,108.884,109.121,108.608,108.884
2021/3/18,108.863,109.303,108.623,108.896
2021/3/17,108.957,109.326,108.741,108.856
2021/3/16,109.142,109.285,108.771,109.005
2021/3/15,108.969,109.363,108.913,109.129
2021/3/12,108.522,109.164,108.475,109.028
2021/3/11,108.376,108.813,108.354,108.501
2021/3/10,108.468,108.919,108.332,108.401
2021/3/9,108.84,109.234,108.414,108.499
2021/3/8,108.326,108.94,108.264,108.921
2021/3/5,107.95,108.645,107.82,108.382
2021/3/4,106.981,107.981,106.952,107.981
2021/3/3,106.66,107.154,106.651,107.013
2021/3/2,106.74,106.959,106.676,106.688
2021/3/1,106.502,106.889,106.365,106.766
2021/2/26,106.17,106.692,105.848,106.548
2021/2/25,105.856,106.394,105.775,106.244
2021/2/24,105.235,106.103,105.193,105.842
2021/2/23,105.057,105.418,104.921,105.266
2021/2/22,105.384,105.846,104.981,105.075
2021/2/19,105.683,105.741,105.239,105.423
2021/2/18,105.863,105.924,105.589,105.676
2021/2/17,105.995,106.225,105.773,105.866
2021/2/16,105.304,106.005,105.18,105.993
2021/2/15,104.89,105.415,104.878,105.368
2021/2/12,104.741,105.182,104.712,104.926
2021/2/11,104.579,104.802,104.551,104.737
2021/2/10,104.563,104.844,104.409,104.604
2021/2/9,105.217,105.264,104.5,104.573
2021/2/8,105.319,105.671,105.142,105.221
2021/2/5,105.534,105.767,105.334,105.385
2021/2/4,104.998,105.565,104.974,105.551
2021/2/3,104.955,105.103,104.923,105.029
2021/2/2,104.907,105.173,104.829,104.993
2021/2/1,104.75,105.034,104.609,104.947
2021/1/29,104.214,104.94,104.195,104.729
2021/1/28,104.116,104.461,104.031,104.255
2021/1/27,103.577,104.197,103.569,104.096
2021/1/26,103.73,103.829,103.549,103.617
2021/1/25,103.711,103.936,103.673,103.767
2021/1/22,103.487,103.887,103.464,103.771
2021/1/21,103.542,103.667,103.327,103.49
2021/1/20,103.913,103.936,103.441,103.546
2021/1/19,103.658,104.086,103.643,103.904
2021/1/18,103.798,103.932,103.636,103.688
2021/1/15,103.794,103.914,103.616,103.87
2021/1/14,103.846,104.196,103.559,103.791
2021/1/13,103.743,103.995,103.526,103.889
2021/1/12,104.2,104.332,103.713,103.748
2021/1/11,103.847,104.398,103.842,104.233
2021/1/8,103.784,104.092,103.604,103.966
2021/1/7,103.002,103.956,102.951,103.814
2021/1/6,102.717,103.443,102.593,103.07
2021/1/5,103.088,103.189,102.597,102.72
2021/1/4,103.07,103.317,102.713,103.154
2020/12/31,103.157,103.308,102.99,103.29
2020/12/30,103.535,103.576,102.96,103.212
2020/12/29,103.761,103.815,103.458,103.532
2020/12/28,103.501,103.9,103.405,103.792
2020/12/25,103.571,103.663,103.503,103.564
2020/12/24,103.538,103.766,103.5,103.619
2020/12/23,103.628,103.654,103.356,103.551
2020/12/22,103.32,103.733,103.281,103.603
2020/12/21,103.477,103.89,103.253,103.305
2020/12/18,103.106,103.594,103.064,103.313
2020/12/17,103.437,103.563,102.871,103.076
2020/12/16,103.659,103.915,103.262,103.419
2020/12/15,104.038,104.153,103.605,103.64
2020/12/14,103.815,104.103,103.511,104.015
2020/12/11,104.272,104.274,103.826,104.035
2020/12/10,104.173,104.578,104.152,104.221
2020/12/9,104.161,104.404,104.054,104.233
2020/12/8,104.043,104.209,103.955,104.157
2020/12/7,104.089,104.313,103.921,104.045
2020/12/4,103.849,104.245,103.74,104.187
2020/12/3,104.405,104.533,103.667,103.851
2020/12/2,104.294,104.752,104.218,104.414
2020/12/1,104.286,104.579,104.183,104.323
2020/11/30,104.027,104.409,103.834,104.351
2020/11/27,104.24,104.275,103.905,104.125
2020/11/26,104.455,104.48,104.213,104.253
2020/11/25,104.415,104.599,104.251,104.459
2020/11/24,104.463,104.761,104.147,104.449
2020/11/23,103.732,104.63,103.683,104.531
2020/11/20,103.74,103.911,103.701,103.835
2020/11/19,103.781,104.217,103.717,103.747
2020/11/18,104.2,104.2,103.65,103.793
2020/11/17,104.578,104.591,104.064,104.183
2020/11/16,104.684,105.131,104.365,104.565
2020/11/13,105.131,105.15,104.556,104.618
2020/11/12,105.471,105.479,105.069,105.124
2020/11/11,105.285,105.679,105.005,105.433
2020/11/10,105.316,105.487,104.819,105.239
2020/11/9,103.311,105.648,103.18,105.387
2020/11/6,103.455,103.756,103.176,103.37
2020/11/5,104.515,104.533,103.44,103.525
2020/11/4,104.466,105.333,104.15,104.504
2020/11/3,104.724,104.804,104.434,104.53
2020/11/2,104.507,104.948,104.464,104.757
2020/10/30,104.621,104.745,104.118,104.668
2020/10/29,104.306,104.726,104.025,104.617
2020/10/28,104.412,104.555,104.111,104.33
2020/10/27,104.834,104.889,104.387,104.442
2020/10/26,104.664,105.055,104.623,104.83
2020/10/23,104.847,104.938,104.546,104.715
2020/10/22,104.577,104.924,104.476,104.888
2020/10/21,105.471,105.525,104.333,104.586
2020/10/20,105.393,105.747,105.336,105.501
2020/10/19,105.349,105.5,105.3,105.429
2020/10/16,105.356,105.442,105.19,105.403
2020/10/15,105.128,105.493,105.041,105.415
2020/10/14,105.467,105.516,105.037,105.15
2020/10/13,105.267,105.628,105.241,105.478
2020/10/12,105.733,105.736,105.24,105.333
2020/10/9,106.016,106.04,105.576,105.628
2020/10/8,105.966,106.106,105.923,106.036
2020/10/7,105.595,106.106,105.592,105.978
2020/10/6,105.717,105.784,105.463,105.638
2020/10/5,105.471,105.794,105.396,105.735
2020/10/2,105.525,105.666,104.943,105.333
2020/10/1,105.465,105.725,105.399,105.562
2020/9/30,105.627,105.8,105.401,105.438
2020/9/29,105.5,105.733,105.343,105.683
2020/9/28,105.683,105.688,105.263,105.504
2020/9/25,105.394,105.698,105.239,105.549
2020/9/24,105.379,105.53,105.204,105.421
2020/9/23,104.926,105.49,104.831,105.359
2020/9/22,104.669,105.077,104.406,104.954
2020/9/21,104.548,104.882,104.001,104.67
2020/9/18,104.686,104.871,104.272,104.568
2020/9/17,104.921,105.17,104.524,104.729
2020/9/16,105.39,105.438,104.792,104.982
2020/9/15,105.693,105.814,105.301,105.448
2020/9/14,106.088,106.161,105.54,105.734
2020/9/11,106.124,106.255,106.059,106.15
2020/9/10,106.159,106.304,105.981,106.139
2020/9/9,106.015,106.273,105.79,106.184
2020/9/8,106.266,106.382,105.861,106.027
2020/9/7,106.23,106.384,106.133,106.286
2020/9/4,106.158,106.502,106.058,106.235
2020/9/3,106.136,106.551,106.004,106.177
2020/9/2,105.95,106.298,105.851,106.194
2020/9/1,105.901,106.144,105.593,105.955
2020/8/31,105.43,106.096,105.294,105.9
2020/8/28,106.547,106.946,105.194,105.345
2020/8/27,105.998,106.699,105.603,106.569
2020/8/26,106.35,106.555,105.956,105.984
2020/8/25,105.977,106.576,105.874,106.394
2020/8/24,105.752,105.996,105.684,105.988
2020/8/21,105.782,106.072,105.437,105.824
2020/8/20,106.122,106.216,105.746,105.791
2020/8/19,105.42,106.147,105.102,106.107
2020/8/18,105.987,106.068,105.277,105.398
2020/8/17,106.602,106.655,105.943,106.003
2020/8/14,106.904,107.039,106.434,106.573
2020/8/13,106.85,107.05,106.564,106.922
2020/8/12,106.498,107.015,106.442,106.874
2020/8/11,105.936,106.683,105.898,106.499
2020/8/10,105.884,106.201,105.708,105.965
2020/8/7,105.513,106.056,105.481,105.918
2020/8/6,105.526,105.697,105.299,105.529
2020/8/5,105.707,105.873,105.319,105.593
2020/8/4,105.966,106.196,105.638,105.735
2020/8/3,105.803,106.473,105.58,105.956
2020/7/31,104.72,106.053,104.19,105.931
2020/7/30,104.918,105.292,104.681,104.739
2020/7/29,105.054,105.243,104.766,104.945
2020/7/28,105.406,105.684,104.952,105.089
2020/7/27,106.032,106.056,105.114,105.376
2020/7/24,106.861,106.893,105.673,106.122
2020/7/23,107.163,107.225,106.711,106.868
2020/7/22,106.733,107.288,106.71,107.16
2020/7/21,107.222,107.365,106.681,106.808
2020/7/20,107.052,107.519,106.989,107.283
2020/7/17,107.251,107.361,106.933,107.021
2020/7/16,106.91,107.401,106.834,107.273
2020/7/15,107.242,107.308,106.667,106.941
2020/7/14,107.257,107.426,107.119,107.241
2020/7/13,106.876,107.318,106.787,107.288
2020/7/10,107.205,107.266,106.637,106.905
2020/7/9,107.252,107.398,107.092,107.202
2020/7/8,107.521,107.71,107.202,107.254
2020/7/7,107.329,107.789,107.245,107.536
2020/7/6,107.48,107.773,107.255,107.393
2020/7/3,107.514,107.568,107.436,107.485
2020/7/2,107.433,107.722,107.329,107.497
2020/7/1,107.944,108.163,107.356,107.455
2020/6/30,107.549,107.984,107.502,107.925
2020/6/29,107.1,107.884,107.04,107.569
2020/6/26,107.179,107.358,106.798,107.224
2020/6/25,107.045,107.451,106.921,107.172
2020/6/24,106.475,107.072,106.384,107.059
2020/6/23,106.868,107.221,106.072,106.534
2020/6/22,106.767,107.011,106.739,106.869
2020/6/19,106.983,107.058,106.767,106.878
2020/6/18,106.971,107.129,106.66,106.977
2020/6/17,107.304,107.441,106.953,107.002
2020/6/16,107.397,107.641,107.21,107.29
2020/6/15,107.359,107.573,106.993,107.354
2020/6/12,106.837,107.553,106.585,107.353
2020/6/11,107.08,107.234,106.568,106.862
2020/6/10,107.724,107.874,106.978,107.142
2020/6/9,108.4,108.547,107.612,107.743
2020/6/8,109.584,109.7,108.233,108.437
2020/6/5,109.147,109.851,109.029,109.586
2020/6/4,108.864,109.206,108.616,109.167
2020/6/3,108.656,108.983,108.422,108.925
2020/6/2,107.576,108.771,107.507,108.68
2020/6/1,107.696,107.854,107.37,107.581
2020/5/29,107.608,107.893,107.075,107.791
2020/5/28,107.71,107.9,107.566,107.616
2020/5/27,107.548,107.944,107.358,107.707
2020/5/26,107.711,107.923,107.4,107.54
2020/5/25,107.562,107.78,107.544,107.713
2020/5/22,107.638,107.763,107.324,107.612
2020/5/21,107.508,107.848,107.469,107.601
2020/5/20,107.633,107.983,107.336,107.548
2020/5/19,107.279,108.086,107.253,107.712
2020/5/18,107.111,107.505,107.07,107.304
2020/5/15,107.214,107.434,106.858,107.167
2020/5/14,107.015,107.364,106.776,107.235
2020/5/13,107.124,107.279,106.743,107.032
2020/5/12,107.61,107.694,107.123,107.147
2020/5/11,106.634,107.77,106.596,107.627
2020/5/8,106.268,106.75,106.222,106.688
2020/5/7,106.021,106.654,105.989,106.263
2020/5/6,106.484,106.615,105.983,106.091
2020/5/5,106.722,106.895,106.416,106.534
2020/5/4,106.796,107.068,106.634,106.724
2020/5/1,107.132,107.405,106.604,106.911
2020/4/30,106.613,107.499,106.406,107.165
2020/4/29,106.841,106.892,106.36,106.584
2020/4/28,107.236,107.339,106.559,106.865
2020/4/27,107.487,107.622,106.991,107.26
2020/4/24,107.611,107.757,107.371,107.493
2020/4/23,107.755,108.041,107.346,107.624
2020/4/22,107.688,107.936,107.515,107.729
2020/4/21,107.589,107.893,107.281,107.759
2020/4/20,107.537,107.949,107.47,107.634
2020/4/17,107.889,108.082,107.301,107.553
2020/4/16,107.374,108.083,107.166,107.862
2020/4/15,107.123,107.871,106.929,107.434
2020/4/14,107.736,107.758,106.981,107.212
2020/4/13,108.42,108.521,107.501,107.75
2020/4/10,108.433,108.586,108.322,108.437
2020/4/9,108.795,109.061,108.208,108.498
2020/4/8,108.772,109.102,108.504,108.85
2020/4/7,109.226,109.278,108.67,108.799
2020/4/6,108.408,109.381,108.384,109.205
2020/4/3,107.803,108.678,107.787,108.46
2020/4/2,107.123,108.094,106.993,107.863
2020/4/1,107.505,107.937,106.919,107.166
2020/3/31,107.753,108.73,107.458,107.506
2020/3/30,107.707,108.293,107.122,107.907
2020/3/27,109.618,109.65,107.747,107.979
2020/3/26,111.198,111.285,109.206,109.586
2020/3/25,111.332,111.682,110.752,111.202
2020/3/24,111.142,111.714,110.085,111.236
2020/3/23,110.79,111.593,109.662,111.251
2020/3/20,110.68,111.506,109.323,110.864
2020/3/19,107.926,110.953,107.843,110.608
2020/3/18,107.644,108.654,106.749,108.067
2020/3/17,105.882,107.861,105.828,107.622
2020/3/16,107.026,107.573,105.144,105.971
2020/3/13,104.649,108.504,104.485,108.012
2020/3/12,104.366,106.095,103.084,104.662
2020/3/11,105.534,105.568,104.087,104.472
2020/3/10,102.257,105.921,102.01,105.596
2020/3/9,104.433,104.601,101.171,102.424
2020/3/6,106.11,106.344,104.992,105.358
2020/3/5,107.514,107.736,105.958,106.139
2020/3/4,107.099,107.691,106.847,107.551
2020/3/3,108.295,108.534,106.929,107.105
2020/3/2,107.451,108.577,107.352,108.345
2020/2/28,109.576,109.68,107.507,108.062
2020/2/27,110.373,110.454,109.615,109.661
2020/2/26,110.156,110.703,110.128,110.412
2020/2/25,110.656,111.041,109.889,110.187
2020/2/24,111.262,111.682,110.333,110.722
2020/2/21,112.07,112.185,111.463,111.571
2020/2/20,111.317,112.224,111.112,112.107
2020/2/19,109.861,111.593,109.827,111.352
2020/2/18,109.833,109.947,109.659,109.878
2020/2/17,109.854,109.96,109.718,109.886
2020/2/14,109.788,109.913,109.699,109.782
2020/2/13,110.057,110.087,109.616,109.825
2020/2/12,109.782,110.134,109.753,110.11
2020/2/11,109.773,109.963,109.727,109.787
2020/2/10,109.672,109.879,109.562,109.77
2020/2/7,109.972,110.016,109.531,109.782
2020/2/6,109.796,110.002,109.697,109.987
2020/2/5,109.486,109.846,109.303,109.836
2020/2/4,108.676,109.544,108.548,109.52
2020/2/3,108.408,108.798,108.302,108.687
2020/1/31,108.924,109.134,108.31,108.355
2020/1/30,108.995,109.071,108.581,108.954
2020/1/29,109.139,109.258,108.977,109.04
2020/1/28,108.865,109.201,108.749,109.153
2020/1/27,108.898,109.135,108.733,108.899
2020/1/24,109.488,109.651,109.172,109.287
2020/1/23,109.837,109.853,109.265,109.478
2020/1/22,109.844,110.093,109.825,109.847
2020/1/21,110.175,110.221,109.759,109.863
2020/1/20,110.067,110.216,110.063,110.168
2020/1/17,110.145,110.288,110.049,110.17
2020/1/16,109.872,110.177,109.812,110.168
2020/1/15,109.954,110.01,109.787,109.908
2020/1/14,109.914,110.203,109.845,110.001
2020/1/13,109.522,109.946,109.482,109.939
2020/1/10,109.522,109.689,109.432,109.505
2020/1/9,109.046,109.582,109.01,109.519
2020/1/8,108.462,109.245,107.649,109.138
2020/1/7,108.338,108.627,108.26,108.482
2020/1/6,107.84,108.506,107.772,108.376
2020/1/3,108.546,108.632,107.842,108.116
2020/1/2,108.732,108.864,108.21,108.545
2019/12/31,108.87,108.879,108.47,108.65
2019/12/30,109.418,109.461,108.767,108.878
2019/12/27,109.552,109.592,109.388,109.466
2019/12/26,109.273,109.683,109.188,109.656
